text,labels,source_text,active_labels
"Тема: Пушкин. Бродский.
Узнай, что значит быть поэтом.
В Москве открылась выставка «Художники и архитекторы: история и современность»
7 октября в Москве в выставочном зале «Манеж» открылась первая выставка, посвященная истории и творчеству художников и архитектора, работавших в России в ХХ веке. На выставке представлены работы художников, архитекторов, скульпторов и декораторов из России, США, Германии, Франции, Италии, Испании, Австрии,","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",звук речь это музыкально поэтический спектакль который актёр театр кино антон кукушкин композитор му...,"[1, 4, 9, 11, 12, 13, 15, 16, 17, 18]"
"В этом случае мы гарантированно получим отличный результат.
Премьер-министр России Дмитрий Медведев подписал распоряжение о выделении дополнительных средств на развитие сельского хозяйства.
Об этом сообщается на сайте правительства. «В целях реализации мероприятий по развитию агропромышленного комплекса в 2018 году из федерального бюджета в рамках подпрограммы «Развитие сельского и лесного хозяйства» государственной программы Российской Федерации «Государственная поддержка развития сельского...
«Сельхозпродукция» — это продукты питания, произведенные из сельскохозяйственного сырья","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",выставка рен магритта грань реальность техника жикл москва галерея арма нижний сусальный пер далее с...,"[1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
"Автор: admin | Дата: 01.03.2019 | Комментариев: 0
Какие бывают страхи?
Страх – это эмоция, которая возникает в ситуации угрозы, угрозы жизни, здоровью, имуществу, а также потери. Страх является одним из самых сильных эмоциональных переживаний.
Человек, который боится, не может нормально жить, он постоянно находится в напряжении, у него постоянно возникает чувство страха, беспокойства, неуверенности в себе. Человек, которого мучают страхи, постоянно","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",трансформационный игра регрессия точка сборка понедельник март отличный дата проработка число астрол...,"[0, 8, 9, 10, 11, 12, 13, 14, 17, 18]"
"1. Выбери категорию (тег) для этой страницы.
2. Нажмите на кнопку ""Сохранить"" (в правом верхнем углу) и нажми на ссылку ""Добавить в избранное"".
3. В появившемся окне выберите категорию, в которую хотите вставить текст, и нажмите на ""ОК"".
Вы можете получить консультацию по телефону, а также записаться на приём к врачу в нашем центре. Мы предлагаем вам пройти диагностику у нас в центре, на","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",шайни стопбан большой реакция фару лсп...,"[0, 13, 15, 16, 19]"
"Ученик (131), закрыт 4 года назад.
Классный рассказ! Спасибо!
Автор: konstantin_koskov · Опубликовано в Новости · Обновлено в
День рождения в школе, или Как не опоздать на урок?
Здравствуйте, дорогие читатели. Сегодня я расскажу вам о том, как не пропустить свой урок и не проспать его. Ведь если вы пропустите его, то потом не сможете его вспомнить. А если не будете пропускать","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",лсп гон фладда кстати день ещё трек выйти скорее весь исполнить вместе фест...,"[0, 7, 11, 13, 14, 15, 16, 17, 19]"
"Презентация на тему: ""Великая Отечественная война. Великая Отечественные войны. Война. (8 класс)"". Кнопочки находятся чуть ниже. Спасибо.
2. ""Война. Введение в военную историю. История России. Войны в истории России""
3. «Великие Отечествнные войны» - история России
4. Урок по истории. К уроку по обществознанию в 7 классе. Тема урока: «История России»
5. С","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",линия память парка музеон посвятить годовщина начало великий отечественный война...,"[8, 13, 15, 16, 19]"
"[1] [2][3]...
Читать дальше ""Дед Мороз и Снегурочка"" (1)
Уважаемый посетитель, Вы зашли на сайт как незарегистрированный пользователь.
Мы рекомендуем Вам зарегистрироваться либо войти на наш сайт под своим именем.
Города и регионы России. Страны, города и страны мира. Города и города мира
В этой статье мы собрали информацию о городах России, которые имеют свою историю и культуру. В этой подборке мы","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",новогодний хакатон дед мороз иммерсивный шоу ребёнок родитель старинный особняк курский камерный теа...,"[1, 4, 7, 8, 9, 10, 11, 12, 14, 17, 18]"
"[8] [9][10]
Внимание! В связи с большим количеством обращений, в настоящее время не работает ни один из наших серверов.
Приносим свои извинения за доставленные неудобства.	Обои для рабочего стола, картинки, фото, видео, обои для мобильного, скачать бесплатно, темы для телефона, планшета, компьютера, ноутбука, mp3, vob, книги, журналы, аудиокниги, игры, софт, программы, новости","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",очень важно рядом поддерживать друг друг проводить большой время вместе семья ходить мероприятие мас...,"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
"""В сентябре в Кисловоде пройдет фестиваль ""Кавказские игры"". В этом году он посвящен пятилетию со дня образования республики. В фестивале примут участие более 40 команд из разных регионов России.
На фестивале будут представлены национальные костюмы народов Кавказа. Кроме того, пройдут соревнования по различным видам спорта. На фестивале можно будет увидеть и попробовать блюда кавказской кухни. Также на фестивале покажут и покажут фильмы о Кавказе. Фестиваль будет проходить в течение трех дней. А в конце фестиваля пройдет концерт. Начало в 14:","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",репертуар театр миниатюра лейла голицина июль год кисловодск национальный парк кисловодский июль нач...,"[0, 1, 4, 7, 8, 9, 10, 11, 12, 14, 17, 18]"
"Пользовательское соглашение Политика конфиденциальности
© 2010-2020 ""Пресса Ставропольского края"". Все права защищены.
«Недавно в Москве прошла конференция «Россия — страна возможностей», в которой приняли участие представители власти, бизнеса, общественных организаций, эксперты. Я хочу поделиться своими впечатлениями о прошедшем мероприятии.
Я считаю, что форум — это не только площадка для обсуждения вопросов развития страны, но и возможность для диалога и выработки новых идей, которые могут быть использованы в дальнейшем. В первую","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]",сельскохозяйственный ярмарка сентябрь год железноводск приглашать сельскохозяйственный ярмарка ставр...,"[0, 1, 4, 7, 8, 9, 12, 13, 16, 17, 18]"
"Метки для тега ""приглашать показный корм""
Теги можно использовать для выделения части текста, для переноса в начало или для указания на источник.
Описание: В этом разделе сайта мы предлагаем вам посмотреть видео, снятое в разных уголках мира, о том, как животные, птицы и растения помогают человеку выжить в дикой природе.
Уважаемые посетители сайта!
В целях обеспечения безопасности, а также для повышения качества обслуживания и удобства наших клиентов, администрация сайта не несет ответственности","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]",южный парк птица малинка приглашать показательный кормление животное птица некоторый обитатель малин...,"[0, 1, 4, 7, 11, 12, 13, 15, 16, 17, 19]"
"Пожалуйста, введите текст изображенный на картинке.
Официальный сайт администрации муниципального образования «Город Саратов»
При использовании материалов сайта ссылка на источник обязательна.
Внимание! В связи с нестабильной ситуацией на рынке, цены на сайте могут быть изменены. Актуальные цены уточняйте у менеджеров. Все цены указаны с учетом НДС. Для расчета стоимости доставки в ваш регион обращайтесь к нашим менеджерам. В случае отсутствия нужного товара, мы можем предложить аналогичный товар по более низкой цене. Если","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",летний кинотеатр лекторий вднх начать работать традиционный кинотеатр кинотеатр открыть посещение пя...,"[4, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]"
"«Стиль и стиль игры: как играть в шахматы с ребенком?»
Зарегистрируйтесь, чтобы создать свой текст.
Узнайте, как правильно писать слова, используя правила русского языка.
Федеральное государственное бюджетное образовательное учреждение высшего профессионального образования ""Тюменский государственный институт искусств и культуры""
Тел.: (3452) 45-83-52, 45–83–53, 55–75-51, 65–78-74, 75–79","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",июль настольный игра развивать стратегия командный дух приглашать весь любитель настольный игра увле...,"[9, 10, 11, 12, 13, 14, 17, 18]"
"Пожалуйста, пишите грамотно – комментарии, в которых проявляется неуважение к русскому языку, намеренное пренебрежение его правилами и нормами, могут блокироваться вне зависимости от содержания.
В этом году в рамках проекта «Театр для всех» в нашем театре прошла премьера спектакля «Дядя Ваня».
Начало спектакля в 12.00. В спектакле заняты артисты: Ольга Шилова, Татьяна Караваева, Мария Черных, Екатерина Гусева, Александр Зинченко, Сергей Ш","[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",спектакль дорогой пьеса чехов дядя ваня стать победитель номинация спектакль год версия портал ноябр...,"[0, 1, 2, 7, 8, 9, 10, 11, 12, 14, 16, 17, 18]"
"1. Вий - театр виев театр - Гоголь театр.
2. Гоголь - вивой - Гоголевский театр, Гоголь-театры.
Можешь не верить, но совсем победить все свои страхи не просто возможно, а совершенно выполнимо. Узнай каким образом ты можешь добиться этого самостоятельно и начать жизнь без страха!
В этом разделе вы можете бесплатно скачать книгу""Беседы о страхе"" автора Л. Страх — это естественная реакция организма на опасность, угрожающую","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",мюзикл вий театр гоголь казаков далее октябрь билет ссылка стоимотя любой место зал рубль промокод т...,"[0, 1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]"
"Войти или зарегистрироваться, чтобы получить возможность оставлять комментарии.
Мало кто знает, но в России есть своя традиция — День семьи, любви и верности. В этом году он выпадает на 5 июля.
Этот праздник в нашей стране отмечается ежегодно в последнее воскресенье июля, а не в первое воскресенье, как в большинстве европейских стран. Поэтому, если вы хотите отметить его с размахом, то вам нужно знать, когда он празднуется в разных странах. И если у вас есть желание отпраздновать его","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",виртуальный спектакль проспект поэт июль гибкий начало руб промокод рифма площадь восстание возле ве...,"[1, 4, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18]"
"Время год: Вивальд усадьбу свеч особняк Волконского музей Островского Тверская июля билет цена промокоды вувальди центр тверь в москве исторический интерьер тверский прозвенеть заворать красота
Пользовательское соглашение Политика конфиденциальности
© 2020 «Время Год» Все права защищены.
Узнай как замшелые убеждения, стереотипы, страхи, и другие""глюки"" мешают человеку стать успешным, and как ликвидировать их из головы навсегда.","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]",время год вивальдь усадьба свеча особняк волконский музей островский тверская июль билет ссылка пром...,"[1, 4, 7, 8, 9, 12, 13, 15, 16, 17, 18]"
"Узнай, что такое ""Инновационный центр"".
Внимание! На сайте выложены только материалы для ознакомления.
Если вы не хотите, чтобы ваши данные обрабатывались, покиньте сайт.	Память, как и любая другая информация, имеет свой срок хранения. В течение этого времени информация может быть потеряна, искажена, уничтожена. Поэтому, если вы хотите сохранить память о себе, о своем детстве, юности, то необходимо как можно больше знать о своей","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]",место скидка промокод премьера спектакль театр хуманитас инжиниринг декабрь площадка скороход близки...,"[1, 4, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18]"
"Узнай как стереотипы, страхи, замшелые убеждения, и прочие""глюки"" мешают человеку стать богатым, успешным, счастливым и здоровым. Это то, что тебе никогда не расскажет ни один бизнес-тренер (просто потому, не знает). Кликни здесь, если хочешь получить бесплатную книгу.
Примерно за 2 месяца до этого, в году, я решил открыть свой бизнес в сфере торговли. В то время я не мог даже представить, сколько денег я смогу","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",август вечер комедия закрытый микрофон ягода литейный вход арка возле ресторан лимончелло пароль дал...,"[1, 4, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]"
"Автор: katyusha_k
Оригинал взят у в Автопортрет в зеркале
Я уже писала, что у меня есть картина, которую я хочу повесить в своей комнате. Она называется ""Автопробег"".
И вот, как-то так получилось, я ее увидела в магазине, где она продавалась.
Она была в витрине. Я ее купила. 
А потом увидела, и решила ее повесить. 

В общем,","[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",август ирис акварель бесплатно менделеев...,"[3, 4, 7, 8, 12, 13, 14, 15, 16, 19]"
"Абонентская плата за месяц: 0 руб.
Внимание! Скидка действует только при оплате через сайт.
Дата публикации: 14.03.2018 г. в 16:33. Рубрика: Новости. Источник: www.tvkultura.ru. Комментарии (0)
Обращение к читателям. В связи с тем, что в последнее время участились случаи публикации в СМИ материалов, порочащих память о Великой Отечественной войне, считаю необходимым опубликовать на","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",скидка промокод май колизей исполнение петербургский театр балет имя чайковский показать балет ромео...,"[1, 4, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18]"
"В этом году мы подготовили для вас несколько интересных и необычных маршрутов, которые вы можете попробовать на себе.
Поход в Кологриву — это путешествие в мир русской старины, в удивительный уголок, где можно увидеть старинные дома, колокольню, старинные храмы, полюбоваться природой и отдохнуть в окружении природы. Это путешествие для тех, кто хочет увидеть мир своими глазами, а не только побывать в нём. В этом походе мы посетим Когоглавую колокольни, Ковер-самолет","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0]",маленький идея небольшой путешествие москва калязинский колокольня уникальный место уникальный истор...,"[2, 8, 13, 15, 16, 19]"
"""На сайте ""Помощь"" вы можете бесплатно скачать готовые тексты для статей и презентаций, а также воспользоваться услугами наших копирайтеров.
Какие тексты можно использовать в качестве готовых?
Тексты, которые можно создать в программе WordPress.
В этом разделе мы публикуем статьи, в которых мы делимся с вами своими мыслями, идеями, опытом, знаниями, навыками и опытом. Мы делим с нами свои мысли, идеи, опыт, знания, навыки и","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]",очень любим готовый подборка просить поделиться свой мнение выкладывать частый...,"[0, 11, 13, 14, 15, 16, 17, 19]"
"""Мелодия, которая звучит в душе каждого человека, это музыка. Она может быть разной. Но когда мы слушаем музыку, мы как будто бы становимся ближе к миру, к себе, и это прекрасно.""
Мурманск, июнь, 2019.
Пожалуйста, включите JavaScript в Вашем обозревателе для того, чтобы оставить комментарий!
© 2020 Этот сайт использует cookies.
В конце августа в Москве прошла ежегодная конференция по развитию информационного общества. В","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]",летний субботний вечер июль оркестр камерный музыка приглашать свой творческий дом расположить терри...,"[0, 1, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18]"
"«В России сегодня много говорят о том, что в мире, в том числе и в России, происходит что-то странное. Что- то происходит в последнее время, и это что то странное происходит на самом деле. В последнее десятилетие в разных странах происходят очень странные вещи. И это странное, странное в основном касается России. Но в то же время и на Западе тоже что - то творится.
В последнее, время в Европе и Америке, а также в других странах, которые не являются членами НАТО","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",нейрографика тема дар вселенная личный финансовый код август понедельник очень благоприятный практик...,"[0, 1, 4, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18]"
"Аудио, видео, текст, фото, графика, музыка, дизайн, программирование, поиск, покупки, услуги, работа, товары, реклама, образование, культура, спорт, туризм, отдых, хобби, увлечения, авто, мото, одежда, обувь, аксессуары, техника, компьютеры, смартфоны, планшеты, ноутбуки, телевизоры, игровые приставки.
Включите JavaScript в вашем браузере для полноценного просмотра сайта.
Крупнейший в России производитель мяса птицы","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]",декабрь йошкара оля концерт неоклассик хороший живой концерт это концептуальный масштабный шоу пораж...,"[0, 1, 7, 8, 9, 13, 14, 16, 17, 18]"
"Внимание! Для корректной работы сайта включите JavaScript!
Официальный сайт органов местного самоуправления
Администрация МО ""Город Томск"" информирует о том, что на сайте размещена информация о проведении публичных слушаний по проекту решения Совета депутатов МО «ГородТомск» «О бюджете МО МО „Город Тоскола“ на 2020 год и плановый период 2021 и 2022 годов».
Начало публичных обсуждений - 15.00 часов по адресу: г. Томска,","[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",запланировать день оказаться приятный удивление увидеть сцена театр премия звезда театрал место хоро...,"[1, 2, 7, 9, 10, 11, 12, 13, 14, 17, 18]"
"""В этом году у нас было много праздников, и мы решили, что нужно сделать что-то необычное, чтобы все дети не только получили подарки, но и получили хорошее настроение. Мы решили сделать новогодний спектакль, в котором можно было бы поучаствовать и получить подарки.
Для этого нам нужно было найти декорации и костюмы, а также придумать сценарий, который бы всем понравился. И вот, когда мы всё это сделали, мы поняли, как много времени мы потеряли, ведь нам пришлось придумывать, где будет","[0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]",декабрь приглашать интерактивный чтение очень праздничный книга рождество домик пэтсон мягкий театр ...,"[1, 4, 8, 9, 10, 11, 12, 13, 14, 17, 18]"
